,Athlete,Gender,Event,Medal,DOB,height,weight_lbs,weight_kg,DOB1,Age,Year
847,"POPOV, Alexander",Men,50m freestyle,Gold,"November 16, 1971 (age 44 years)",198.12,,#VALUE!,"November 16, 1971 ",20.8054794521,1992
848,"BIONDI, Matthew",Men,50m freestyle,Silver,"October 8, 1965 (age 51 years)",200.66,209,95,"October 8, 1965 ",26.9150684932,1992
849,"MARTINO, Angel",Women,50m freestyle,Bronze,"April 25, 1967 (age 49 years)",165.1,150,68.18181818,"April 25, 1967 ",25.3698630137,1992
850,"YANG, Wenyi",Women,50m freestyle,Gold,"January 11, 1972 (age 44 years)",,137,62.27272727,"January 11, 1972 ",20.6520547945,1992
851,"ZHUANG, Yong",Women,50m freestyle,Silver,"August 10, 1972 (age 44 years)",,170,77.27272727,"August 10, 1972 ",20.0712328767,1992
852,"HENKE, Jana",Women,800m freestyle,Bronze,"October 1, 1973 (age 43 years)",170.18,132,60,"October 1, 1973 ",18.9287671233,1992
853,"EVANS, Janet",Women,800m freestyle,Gold,"August 28, 1971 (age 45 years)",165.1,119,54.09090909,"August 28, 1971 ",21.0246575342,1992
854,"LEWIS, Hayley Jane",Women,800m freestyle,Silver,"March 2, 1974 (age 42 years)",170.18,141,64.09090909,"March 2, 1974 ",18.5123287671,1992
855,"BENT, Neisser",Men,100m backstroke,Bronze,"August 7, 1976 (age 40 years)",193.04,148,67.27272727,"August 7, 1976 ",20.0794520548,1996
856,"ROUSE, Jeff Norman",Men,100m backstroke,Gold,,193.04,190,86.36363636,,,1996
857,"FALCON CABRERA, Rodolfo",Men,100m backstroke,Silver,,,,#VALUE!,,,1996
858,"KRIEL, Marianne",Women,100m backstroke,Bronze,,,,#VALUE!,,,1996
859,"BOTSFORD, Beth",Women,100m backstroke,Gold,,165.1,108,49.09090909,,,1996
860,"HEDGEPETH, Whitney L.",Women,100m backstroke,Silver,,177.8,,#VALUE!,,,1996
861,"WARNECKE, Mark",Men,100m breaststroke,Bronze,"February 15, 1970 (age 46 years)",187.96,220,100,"February 15, 1970 ",26.5589041096,1996
862,"DEBURGHGRAEVE, Frederik",Men,100m breaststroke,Gold,"June 1, 1973 (age 43 years)",175.26,,#VALUE!,"June 1, 1973 ",23.2657534247,1996
863,"LINN, Jeremy",Men,100m breaststroke,Silver,"August 23, 1988 (age 28 years)",190.5,183,83.18181818,"August 23, 1988 ",,1996
864,"RILEY, Samantha Linette",Women,100m breaststroke,Bronze,"November 13, 1972 (age 43 years)",160.02,130,59.09090909,"November 13, 1972 ",23.8136986301,1996
865,"HEYNS, Penelope",Women,100m breaststroke,Gold,"November 8, 1974 (age 41 years)",,139,63.18181818,"November 8, 1974 ",21.8273972603,1996
866,"BEARD, Amanda",Women,100m breaststroke,Silver,"October 29, 1981 (age 35 years)",172.72,130,59.09090909,"October 29, 1981 ",14.8493150685,1996
867,"KULIKOV, Vladislav",Men,100m butterfly,Bronze,"January 7, 1971 (age 45 years)",190.5,190,86.36363636,"January 7, 1971 ",25.6657534247,1996
868,"PANKRATOV, Denis",Men,100m butterfly,Gold,"July 4, 1974 (age 42 years)",187.96,185,84.09090909,"July 4, 1974 ",22.1753424658,1996
869,"MILLER, Scott",Men,100m butterfly,Silver,4-Apr-60,177.8,205,93.18181818,4-Apr-60,,1996
870,"MARTINO, Angel",Women,100m butterfly,Bronze,"April 25, 1967 (age 49 years)",165.1,150,68.18181818,"April 25, 1967 ",,1996
871,"VAN DYKEN, Amy",Women,100m butterfly,Gold,"February 15, 1973 (age 43 years)",182.88,163,74.09090909,"February 15, 1973 ",23.5561643836,1996
872,"LIU, Limin",Women,100m butterfly,Silver,"March 27, 1976 (age 40 years)",170.18,150,68.18181818,"March 27, 1976 ",20.4438356164,1996
873,"BORGES, Gustavo",Men,100m freestyle,Bronze,"December 2, 1972 (age 43 years)",203.2,216,98.18181818,"December 2, 1972 ",23.7616438356,1996
874,"POPOV, Alexander",Men,100m freestyle,Gold,"November 16, 1971 (age 44 years)",198.12,,#VALUE!,"November 16, 1971 ",24.8082191781,1996
875,"HALL, Gary Jr.",Men,100m freestyle,Silver,"September 26, 1974 (age 42 years)",198.12,218,99.09090909,"September 26, 1974 ",21.9452054795,1996
876,"MARTINO, Angel",Women,100m freestyle,Bronze,"April 25, 1967 (age 49 years)",165.1,150,68.18181818,"April 25, 1967 ",,1996
877,"LE, Jingyi",Women,100m freestyle,Gold,"March 19, 1975 (age 41 years)",177.8,150,68.18181818,"March 19, 1975 ",21.4684931507,1996
878,"VOELKER, Sandra",Women,100m freestyle,Silver,"April 1, 1974 (age 42 years)",180.34,,#VALUE!,"April 1, 1974 ",22.4328767123,1996
879,"SMITH, Graeme",Men,1500m freestyle,Bronze,"February 1, 1981 (age 35 years)",190.5,192,87.27272727,"February 1, 1981 ",15.5890410959,1996
880,"PERKINS, Kieren John",Men,1500m freestyle,Gold,"August 14, 1973 (age 43 years)",193.04,198,90,"August 14, 1973 ",23.0630136986,1996
881,"KOWALSKI, Daniel",Men,1500m freestyle,Silver,"July 2, 1975 (age 41 years)",180.34,168,76.36363636,"July 2, 1975 ",21.1808219178,1996
882,"MERISI, Emanuele",Men,200m backstroke,Bronze,"October 10, 1972 (age 44 years)",185.42,172,78.18181818,"October 10, 1972 ",23.9068493151,1996
883,"BRIDGEWATER, Brad",Men,200m backstroke,Gold,"March 29, 1973 (age 43 years)",190.5,185,84.09090909,"March 29, 1973 ",23.4410958904,1996
884,"SCHWENK, Tripp",Men,200m backstroke,Silver,"June 17, 1971 (age 45 years)",190.5,174,79.09090909,"June 17, 1971 ",25.2246575342,1996
885,"RUND, Cathleen",Women,200m backstroke,Bronze,"November 3, 1977 (age 39 years)",,159,72.27272727,"November 3, 1977 ",18.8383561644,1996
886,"EGERSZEGI, Krisztina",Women,200m backstroke,Gold,"August 16, 1974 (age 42 years)",175.26,126,57.27272727,"August 16, 1974 ",22.0575342466,1996
887,"HEDGEPETH, Whitney L.",Women,200m backstroke,Silver,"March 19, 1971 (age 45 years)",177.8,,#VALUE!,"March 19, 1971 ",25.4712328767,1996
888,"KORNEYEV, Andrey",Men,200m breaststroke,Bronze,10-Jan-74,190.5,176,80,10-Jan-74,22.6547945205,1996
889,"ROZSA, Norbert",Men,200m breaststroke,Gold,"February 9, 1972 (age 44 years)",185.42,,#VALUE!,"February 9, 1972 ",24.5753424658,1996
890,"GUTTLER, Karoly",Men,200m breaststroke,Silver,"June 15, 1968 (age 48 years)",187.96,,#VALUE!,"June 15, 1968 ",,1996
891,"KOVACS, Agnes",Women,200m breaststroke,Bronze,"July 13, 1981 (age 35 years)",177.8,,#VALUE!,"July 13, 1981 ",15.1452054795,1996
892,"HEYNS, Penelope",Women,200m breaststroke,Gold,"November 8, 1974 (age 41 years)",,139,63.18181818,"November 8, 1974 ",21.8273972603,1996
893,"BEARD, Amanda",Women,200m breaststroke,Silver,"October 29, 1981 (age 35 years)",172.72,130,59.09090909,"October 29, 1981 ",14.8493150685,1996
894,"GOODMAN, Scott",Men,200m butterfly,Bronze,,182.88,170,77.27272727,,,1996
895,"PANKRATOV, Denis",Men,200m butterfly,Gold,"July 4, 1974 (age 42 years)",187.96,185,84.09090909,"July 4, 1974 ",22.1753424658,1996
896,"MALCHOW, Tom",Men,200m butterfly,Silver,"August 18, 1976 (age 40 years)",198.12,190,86.36363636,"August 18, 1976 ",20.0493150685,1996
897,"SMITH, Michelle Marie",Women,200m butterfly,Bronze,,,157,71.36363636,,,1996
898,"O'NEILL, Susan",Women,200m butterfly,Gold,"August 2, 1973 (age 43 years)",170.18,139,63.18181818,"August 2, 1973 ",23.095890411,1996
899,"THOMAS, Petria",Women,200m butterfly,Silver,"August 25, 1975 (age 41 years)",162.56,141,64.09090909,"August 25, 1975 ",21.0328767123,1996
900,"KOWALSKI, Daniel",Men,200m freestyle,Bronze,"July 2, 1975 (age 41 years)",180.34,168,76.36363636,"July 2, 1975 ",21.1808219178,1996
901,"LOADER, Danyon Joseph",Men,200m freestyle,Gold,"April 21, 1975 (age 41 years)",187.96,,#VALUE!,"April 21, 1975 ",21.3780821918,1996
902,"BORGES, Gustavo",Men,200m freestyle,Silver,"December 2, 1972 (age 43 years)",203.2,216,98.18181818,"December 2, 1972 ",23.7616438356,1996
903,"HASE, Dagmar",Women,200m freestyle,Bronze,"December 22, 1969 (age 46 years)",182.88,137,62.27272727,"December 22, 1969 ",26.7095890411,1996
904,"POLL AHRENS, Claudia",Women,200m freestyle,Gold,"December 21, 1972 (age 43 years)",190.5,168,76.36363636,"December 21, 1972 ",23.7095890411,1996
905,"VAN ALMSICK, Franziska",Women,200m freestyle,Silver,"April 5, 1978 (age 38 years)",180.34,146,66.36363636,"April 5, 1978 ",18.4191780822,1996
906,"MYDEN, Curtis Allen",Men,200m individual medley,Bronze,"December 31, 1973 (age 42 years)",187.96,185,84.09090909,"December 31, 1973 ",22.6821917808,1996
907,"CZENE, Attila",Men,200m individual medley,Gold,"June 20, 1974 (age 42 years)",185.42,168,76.36363636,"June 20, 1974 ",22.2136986301,1996
908,"SIEVINEN, Jani",Men,200m individual medley,Silver,"March 31, 1974 (age 42 years)",180.34,174,79.09090909,"March 31, 1974 ",22.4356164384,1996
909,"LIN, Li",Women,200m individual medley,Bronze,"April 16, 1976 (age 40 years)",170.18,152,69.09090909,"April 16, 1976 ",20.3890410959,1996
910,"SMITH, Michelle Marie",Women,200m individual medley,Gold,,,157,71.36363636,,,1996
911,"LIMPERT, Marianne Luise",Women,200m individual medley,Silver,,180.34,,#VALUE!,,,1996
912,"KOWALSKI, Daniel",Men,400m freestyle,Bronze,"July 2, 1975 (age 41 years)",180.34,168,76.36363636,"July 2, 1975 ",21.1808219178,1996
913,"LOADER, Danyon Joseph",Men,400m freestyle,Gold,"April 21, 1975 (age 41 years)",187.96,,#VALUE!,"April 21, 1975 ",21.3780821918,1996
914,"PALMER, Paul Rory",Men,400m freestyle,Silver,"October 18, 1974 (age 42 years)",200.66,209,95,"October 18, 1974 ",21.8849315068,1996
915,"VLIEGHUIS, Kirsten",Women,400m freestyle,Bronze,"May 17, 1976 (age 40 years)",172.72,141,64.09090909,"May 17, 1976 ",20.304109589,1996
916,"SMITH, Michelle Marie",Women,400m freestyle,Gold,,,157,71.36363636,,,1996
917,"HASE, Dagmar",Women,400m freestyle,Silver,"December 22, 1969 (age 46 years)",182.88,137,62.27272727,"December 22, 1969 ",26.7095890411,1996
918,"MYDEN, Curtis Allen",Men,400m individual medley,Bronze,"December 31, 1973 (age 42 years)",187.96,185,84.09090909,"December 31, 1973 ",22.6821917808,1996
919,"DOLAN, Tom",Men,400m individual medley,Gold,,198.12,190,86.36363636,,,1996
920,"NAMESNIK, Eric",Men,400m individual medley,Silver,7-Aug-70,185.42,172,78.18181818,7-Aug-70,26.0849315068,1996
921,"EGERSZEGI, Krisztina",Women,400m individual medley,Bronze,"August 16, 1974 (age 42 years)",175.26,126,57.27272727,"August 16, 1974 ",22.0575342466,1996
922,"SMITH, Michelle Marie",Women,400m individual medley,Gold,,,157,71.36363636,,,1996
923,"WAGNER, Allison",Women,400m individual medley,Silver,"July 21, 1977 (age 39 years)",167.64,117,53.18181818,"July 21, 1977 ",19.1260273973,1996
924,"SCHERER, Fernando",Men,50m freestyle,Bronze,"October 6, 1974 (age 42 years)",193.04,187,85,"October 6, 1974 ",21.9178082192,1996
925,"POPOV, Alexander",Men,50m freestyle,Gold,"November 16, 1971 (age 44 years)",198.12,,#VALUE!,"November 16, 1971 ",24.8082191781,1996
926,"HALL, Gary Jr.",Men,50m freestyle,Silver,"September 26, 1974 (age 42 years)",198.12,218,99.09090909,"September 26, 1974 ",21.9452054795,1996
927,"VOELKER, Sandra",Women,50m freestyle,Bronze,"April 1, 1974 (age 42 years)",180.34,,#VALUE!,"April 1, 1974 ",22.4328767123,1996
928,"VAN DYKEN, Amy",Women,50m freestyle,Gold,"February 15, 1973 (age 43 years)",182.88,163,74.09090909,"February 15, 1973 ",23.5561643836,1996
929,"LE, Jingyi",Women,50m freestyle,Silver,"March 19, 1975 (age 41 years)",177.8,150,68.18181818,"March 19, 1975 ",21.4684931507,1996
930,"VLIEGHUIS, Kirsten",Women,800m freestyle,Bronze,"May 17, 1976 (age 40 years)",172.72,141,64.09090909,"May 17, 1976 ",20.304109589,1996
931,"BENNETT, Brooke",Women,800m freestyle,Gold,"May 6, 1980 (age 36 years)",165.1,126,57.27272727,"May 6, 1980 ",16.3315068493,1996
932,"HASE, Dagmar",Women,800m freestyle,Silver,"December 22, 1969 (age 46 years)",182.88,137,62.27272727,"December 22, 1969 ",26.7095890411,1996
933,"THELOKE, Stev",Men,100m backstroke,Bronze,"January 18, 1978 (age 38 years)",203.2,220,100,"January 18, 1978 ",22.6328767123,2000
934,"KRAYZELBURG, Lenny",Men,100m backstroke,Gold,"September 28, 1975 (age 41 years)",187.96,192,87.27272727,"September 28, 1975 ",24.9424657534,2000
935,"WELSH, Matthew",Men,100m backstroke,Silver,"November 18, 1976 (age 39 years)",187.96,176,80,"November 18, 1976 ",23.8,2000
936,"ZHIVANEVSKAYA, Nina Alexandrovna",Women,100m backstroke,Bronze,"June 24, 1977 (age 39 years)",167.64,123,55.90909091,"June 24, 1977 ",23.202739726,2000
937,"MOCANU, Diana",Women,100m backstroke,Gold,"July 19, 1984 (age 32 years)",,150,68.18181818,"July 19, 1984 ",16.1287671233,2000
938,"NAKAMURA, Mai",Women,100m backstroke,Silver,"July 16, 1979 (age 37 years)",162.56,148,67.27272727,"July 16, 1979 ",21.1424657534,2000
939,"SLUDNOV, Roman",Men,100m breaststroke,Bronze,"February 4, 1980 (age 36 years)",187.96,163,74.09090909,"February 4, 1980 ",20.5863013699,2000
940,"FIORAVANTI, Domenico",Men,100m breaststroke,Gold,"May 31, 1977 (age 39 years)",177.8,168,76.36363636,"May 31, 1977 ",23.2684931507,2000
941,"MOSES, Ed",Men,100m breaststroke,Silver,"August 31, 1955 (age 61 years)",180.34,172,78.18181818,"August 31, 1955 ",,2000
942,"HEYNS, Penelope",Women,100m breaststroke,Bronze,"November 8, 1974 (age 41 years)",,139,63.18181818,"November 8, 1974 ",25.8301369863,2000
943,"QUANN, Megan",Women,100m breaststroke,Gold,"January 15, 1984 (age 32 years)",170.18,141,64.09090909,"January 15, 1984 ",16.6383561644,2000
944,"JONES, Leisel",Women,100m breaststroke,Silver,,177.8,150,68.18181818,,,2000
945,"HUEGILL, Geoff",Men,100m butterfly,Bronze,,190.5,205,93.18181818,,,2000
946,"FROLANDER, Lars",Men,100m butterfly,Gold,,182.88,,#VALUE!,,,2000
947,"KLIM, Michael",Men,100m butterfly,Silver,,190.5,179,81.36363636,,,2000
948,"TORRES, Dara",Women,100m butterfly,Bronze,,180.34,150,68.18181818,,,2000
949,"DE BRUIJN, Inge",Women,100m butterfly,Gold,,177.8,121,55,,,2000
950,"MORAVCOVA, Martina",Women,100m butterfly,Silver,"January 16, 1976 (age 40 years)",172.72,132,60,"January 16, 1976 ",24.6410958904,2000
951,"HALL, Gary Jr.",Men,100m freestyle,Bronze,"September 26, 1974 (age 42 years)",198.12,218,99.09090909,"September 26, 1974 ",25.9479452055,2000
952,"VAN DEN HOOGENBAND, Pieter",Men,100m freestyle,Gold,"March 14, 1978 (age 38 years)",193.04,176,80,"March 14, 1978 ",22.4821917808,2000
953,"POPOV, Alexander",Men,100m freestyle,Silver,"November 16, 1971 (age 44 years)",198.12,,#VALUE!,"November 16, 1971 ",,2000
954,"THOMPSON, Jenny",Women,100m freestyle,Bronze,"February 26, 1973 (age 43 years)",177.8,152,69.09090909,"February 26, 1973 ",,2000
955,"TORRES, Dara",Women,100m freestyle,Bronze,"April 15, 1967 (age 49 years)",180.34,150,68.18181818,"April 15, 1967 ",,2000
956,"DE BRUIJN, Inge",Women,100m freestyle,Gold,"August 24, 1973 (age 43 years)",177.8,121,55,"August 24, 1973 ",27.0383561644,2000
957,"ALSHAMMAR, Therese",Women,100m freestyle,Silver,"August 26, 1977 (age 39 years)",180.34,,#VALUE!,"August 26, 1977 ",23.0301369863,2000
958,"THOMPSON, Chris",Men,1500m freestyle,Bronze,"October 20, 1990 (age 26 years)",172.72,185,84.09090909,"October 20, 1990 ",,2000
959,"HACKETT, Grant",Men,1500m freestyle,Gold,"May 9, 1980 (age 36 years)",198.12,212,96.36363636,"May 9, 1980 ",20.3260273973,2000
960,"PERKINS, Kieren John",Men,1500m freestyle,Silver,"August 14, 1973 (age 43 years)",193.04,198,90,"August 14, 1973 ",27.0657534247,2000
961,"WELSH, Matthew",Men,200m backstroke,Bronze,"November 18, 1976 (age 39 years)",187.96,176,80,"November 18, 1976 ",23.8,2000
962,"KRAYZELBURG, Lenny",Men,200m backstroke,Gold,"September 28, 1975 (age 41 years)",187.96,192,87.27272727,"September 28, 1975 ",24.9424657534,2000
963,"PEIRSOL, Aaron",Men,200m backstroke,Silver,"July 23, 1983 (age 33 years)",190.5,201,91.36363636,"July 23, 1983 ",17.1205479452,2000
964,"NAKAO, Miki",Women,200m backstroke,Bronze,"June 25, 1978 (age 38 years)",162.56,106,48.18181818,"June 25, 1978 ",22.2,2000
965,"MOCANU, Diana",Women,200m backstroke,Gold,"July 19, 1984 (age 32 years)",,150,68.18181818,"July 19, 1984 ",16.1287671233,2000
966,"MARACINEANU, Roxana",Women,200m backstroke,Silver,"May 7, 1975 (age 41 years)",165.1,115,52.27272727,"May 7, 1975 ",25.3369863014,2000
967,"RUMMOLO, Davide",Men,200m breaststroke,Bronze,"November 12, 1977 (age 38 years)",180.34,165,75,"November 12, 1977 ",22.8164383562,2000
968,"FIORAVANTI, Domenico",Men,200m breaststroke,Gold,"May 31, 1977 (age 39 years)",177.8,168,76.36363636,"May 31, 1977 ",23.2684931507,2000
969,"PARKIN, Terence",Men,200m breaststroke,Silver,"April 12, 1980 (age 36 years)",,181,82.27272727,"April 12, 1980 ",20.4,2000
970,"BEARD, Amanda",Women,200m breaststroke,Bronze,"October 29, 1981 (age 35 years)",172.72,130,59.09090909,"October 29, 1981 ",18.8520547945,2000
971,"KOVACS, Agnes",Women,200m breaststroke,Gold,"July 13, 1981 (age 35 years)",177.8,,#VALUE!,"July 13, 1981 ",19.1479452055,2000
972,"KOWAL, Kristy",Women,200m breaststroke,Silver,"October 9, 1978 (age 38 years)",182.88,146,66.36363636,"October 9, 1978 ",21.9095890411,2000
973,"NORRIS, Justin",Men,200m butterfly,Bronze,"June 3, 1980 (age 36 years)",185.42,181,82.27272727,"June 3, 1980 ",20.2575342466,2000
974,"MALCHOW, Tom",Men,200m butterfly,Gold,"August 18, 1976 (age 40 years)",198.12,190,86.36363636,"August 18, 1976 ",24.0520547945,2000
975,"SYLANTYEV, Denys",Men,200m butterfly,Silver,"October 3, 1976 (age 40 years)",185.42,,#VALUE!,"October 3, 1976 ",23.9260273973,2000
976,"THOMAS, Petria",Women,200m butterfly,Bronze,"August 25, 1975 (age 41 years)",162.56,141,64.09090909,"August 25, 1975 ",25.0356164384,2000
977,"HYMAN, Misty",Women,200m butterfly,Gold,"March 23, 1979 (age 37 years)",170.18,143,65,"March 23, 1979 ",21.4575342466,2000
978,"O'NEILL, Susan",Women,200m butterfly,Silver,"August 2, 1973 (age 43 years)",170.18,139,63.18181818,"August 2, 1973 ",27.098630137,2000
979,"ROSOLINO, Massimiliano",Men,200m freestyle,Bronze,"July 11, 1978 (age 38 years)",193.04,194,88.18181818,"July 11, 1978 ",22.1561643836,2000
980,"VAN DEN HOOGENBAND, Pieter",Men,200m freestyle,Gold,"March 14, 1978 (age 38 years)",193.04,176,80,"March 14, 1978 ",22.4821917808,2000
981,"THORPE, Ian",Men,200m freestyle,Silver,"October 13, 1982 (age 34 years)",195.58,229,104.0909091,"October 13, 1982 ",17.895890411,2000
982,"POLL AHRENS, Claudia",Women,200m freestyle,Bronze,"December 21, 1972 (age 43 years)",190.5,168,76.36363636,"December 21, 1972 ",,2000
983,"O'NEILL, Susan",Women,200m freestyle,Gold,"August 2, 1973 (age 43 years)",170.18,139,63.18181818,"August 2, 1973 ",27.098630137,2000
984,"MORAVCOVA, Martina",Women,200m freestyle,Silver,"January 16, 1976 (age 40 years)",172.72,132,60,"January 16, 1976 ",24.6410958904,2000
985,"WILKENS, Tom",Men,200m individual medley,Bronze,,187.96,181,82.27272727,,,2000
986,"ROSOLINO, Massimiliano",Men,200m individual medley,Gold,"July 11, 1978 (age 38 years)",193.04,194,88.18181818,"July 11, 1978 ",22.1561643836,2000
987,"DOLAN, Tom",Men,200m individual medley,Silver,,198.12,190,86.36363636,,,2000
988,"TEUSCHER, Cristina",Women,200m individual medley,Bronze,"March 12, 1978 (age 38 years)",185.42,150,68.18181818,"March 12, 1978 ",22.4876712329,2000
989,"KLOCHKOVA, Yana",Women,200m individual medley,Gold,"August 7, 1982 (age 34 years)",182.88,154,70,"August 7, 1982 ",18.0794520548,2000
990,"CASLARU, Beatrice",Women,200m individual medley,Silver,,170.18,,#VALUE!,,,2000
991,"KELLER, Klete",Men,400m freestyle,Bronze,,198.12,214,97.27272727,,,2000
992,"THORPE, Ian",Men,400m freestyle,Gold,,195.58,229,104.0909091,,,2000
993,"ROSOLINO, Massimiliano",Men,400m freestyle,Silver,,193.04,194,88.18181818,,,2000
994,"POLL AHRENS, Claudia",Women,400m freestyle,Bronze,,190.5,168,76.36363636,,,2000
995,"BENNETT, Brooke",Women,400m freestyle,Gold,,165.1,126,57.27272727,,,2000
996,"MUNZ, Diana",Women,400m freestyle,Silver,"June 19, 1982 (age 34 years)",162.56,123,55.90909091,"June 19, 1982 ",18.2136986301,2000
997,"MYDEN, Curtis Allen",Men,400m individual medley,Bronze,"December 31, 1973 (age 42 years)",187.96,185,84.09090909,"December 31, 1973 ",26.6849315068,2000
998,"DOLAN, Tom",Men,400m individual medley,Gold,,198.12,190,86.36363636,,,2000
999,"VENDT, Erik",Men,400m individual medley,Silver,"January 9, 1981 (age 35 years)",180.34,165,75,"January 9, 1981 ",19.6547945205,2000
1000,"CASLARU, Beatrice",Women,400m individual medley,Bronze,"August 20, 1975 (age 41 years)",170.18,,#VALUE!,"August 20, 1975 ",25.0493150685,2000
1001,"KLOCHKOVA, Yana",Women,400m individual medley,Gold,"August 7, 1982 (age 34 years)",182.88,154,70,"August 7, 1982 ",18.0794520548,2000
1002,"TAJIMA, Yasuko",Women,400m individual medley,Silver,"May 8, 1981 (age 35 years)",,139,63.18181818,"May 8, 1981 ",19.3287671233,2000
1003,"VAN DEN HOOGENBAND, Pieter",Men,50m freestyle,Bronze,"March 14, 1978 (age 38 years)",193.04,176,80,"March 14, 1978 ",22.4821917808,2000
1004,"ERVIN, Anthony",Men,50m freestyle,Gold,"May 26, 1981 (age 35 years)",190.5,170,77.27272727,"May 26, 1981 ",19.2794520548,2000
1005,"HALL, Gary Jr.",Men,50m freestyle,Gold,"September 26, 1974 (age 42 years)",198.12,218,99.09090909,"September 26, 1974 ",25.9479452055,2000
1006,"TORRES, Dara",Women,50m freestyle,Bronze,"April 15, 1967 (age 49 years)",180.34,150,68.18181818,"April 15, 1967 ",,2000
1007,"DE BRUIJN, Inge",Women,50m freestyle,Gold,"August 24, 1973 (age 43 years)",177.8,121,55,"August 24, 1973 ",27.0383561644,2000
1008,"ALSHAMMAR, Therese",Women,50m freestyle,Silver,"August 26, 1977 (age 39 years)",180.34,,#VALUE!,"August 26, 1977 ",23.0301369863,2000
1009,"SANDENO, Kaitlin",Women,800m freestyle,Bronze,"March 13, 1983 (age 33 years)",167.64,119,54.09090909,"March 13, 1983 ",17.4821917808,2000
1010,"BENNETT, Brooke",Women,800m freestyle,Gold,"May 6, 1980 (age 36 years)",165.1,126,57.27272727,"May 6, 1980 ",20.3342465753,2000
1011,"KLOCHKOVA, Yana",Women,800m freestyle,Silver,"August 7, 1982 (age 34 years)",182.88,154,70,"August 7, 1982 ",18.0794520548,2000
1012,"MORITA, Tomomi",Men,100m backstroke,Bronze,,170.18,150,68.18181818,,,2004
1013,"PEIRSOL, Aaron",Men,100m backstroke,Gold,"July 23, 1983 (age 33 years)",190.5,201,91.36363636,"July 23, 1983 ",21.1232876712,2004
1014,"ROGAN, Markus",Men,100m backstroke,Silver,"May 4, 1982 (age 34 years)",195.58,205,93.18181818,"May 4, 1982 ",22.3424657534,2004
1015,"MANAUDOU, Laure",Women,100m backstroke,Bronze,,180.34,152,69.09090909,,,2004
1016,"COUGHLIN, Natalie",Women,100m backstroke,Gold,"August 23, 1982 (age 34 years)",172.72,139,63.18181818,"August 23, 1982 ",22.0383561644,2004
1017,"COVENTRY, Kirsty",Women,100m backstroke,Silver,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",20.9726027397,2004
1018,"DUBOSCQ, Hugues",Men,100m breaststroke,Bronze,"August 29, 1981 (age 35 years)",190.5,185,84.09090909,"August 29, 1981 ",23.0219178082,2004
1019,"KITAJIMA, Kosuke",Men,100m breaststroke,Gold,"September 22, 1982 (age 34 years)",177.8,161,73.18181818,"September 22, 1982 ",21.9561643836,2004
1020,"HANSEN, Brendan",Men,100m breaststroke,Silver,"August 15, 1981 (age 35 years)",182.88,187,85,"August 15, 1981 ",23.0602739726,2004
1021,"JONES, Leisel",Women,100m breaststroke,Bronze,"August 30, 1985 (age 31 years)",177.8,150,68.18181818,"August 30, 1985 ",19.0164383562,2004
1022,"LUO, Xuejuan",Women,100m breaststroke,Gold,"January 26, 1984 (age 32 years)",167.64,141,64.09090909,"January 26, 1984 ",20.6109589041,2004
1023,"HANSON, Brooke",Women,100m breaststroke,Silver,"March 18, 1978 (age 38 years)",175.26,148,67.27272727,"March 18, 1978 ",26.4739726027,2004
1024,"SERDINOV, Andriy",Men,100m butterfly,Bronze,"November 17, 1982 (age 33 years)",,170,77.27272727,"November 17, 1982 ",21.802739726,2004
1025,"PHELPS, Michael",Men,100m butterfly,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",19.1835616438,2004
1026,"CROCKER, Ian",Men,100m butterfly,Silver,"August 31, 1982 (age 34 years)",193.04,190,86.36363636,"August 31, 1982 ",22.0164383562,2004
1027,"DE BRUIJN, Inge",Women,100m butterfly,Bronze,"August 24, 1973 (age 43 years)",177.8,121,55,"August 24, 1973 ",,2004
1028,"THOMAS, Petria",Women,100m butterfly,Gold,"August 25, 1975 (age 41 years)",162.56,141,64.09090909,"August 25, 1975 ",,2004
1029,"JEDRZEJCZAK, Otylia",Women,100m butterfly,Silver,"December 13, 1983 (age 32 years)",187.96,,#VALUE!,"December 13, 1983 ",20.7315068493,2004
1030,"THORPE, Ian",Men,100m freestyle,Bronze,"October 13, 1982 (age 34 years)",195.58,229,104.0909091,"October 13, 1982 ",21.898630137,2004
1031,"VAN DEN HOOGENBAND, Pieter",Men,100m freestyle,Gold,"March 14, 1978 (age 38 years)",193.04,176,80,"March 14, 1978 ",26.4849315068,2004
1032,"SCHOEMAN, Roland",Men,100m freestyle,Silver,"July 3, 1980 (age 36 years)",190.5,185,84.09090909,"July 3, 1980 ",24.1780821918,2004
1033,"COUGHLIN, Natalie",Women,100m freestyle,Bronze,"August 23, 1982 (age 34 years)",172.72,139,63.18181818,"August 23, 1982 ",22.0383561644,2004
1034,"HENRY, Jodie",Women,100m freestyle,Gold,"November 17, 1983 (age 32 years)",175.26,139,63.18181818,"November 17, 1983 ",20.802739726,2004
1035,"DE BRUIJN, Inge",Women,100m freestyle,Silver,,177.8,121,55,,,2004
1036,"DAVIES, David",Men,1500m freestyle,Bronze,,,185,84.09090909,,,2004
1037,"HACKETT, Grant",Men,1500m freestyle,Gold,,198.12,212,96.36363636,,,2004
1038,"JENSEN, Larsen",Men,1500m freestyle,Silver,,182.88,194,88.18181818,,,2004
