,Unnamed: 0,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg,distance,stroke
631,631,Los Angeles,1984,Aquatics,Swimming,"MITCHELL, Elizabeth",USA,Women,100m backstroke,W,Silver,"March 27, 1970 (age 46 years)",175.26,,150,68.18181818,100m,Backstroke
632,632,Los Angeles,1984,Aquatics,Swimming,"EVANS, Peter",AUS,Men,100m breaststroke,M,Bronze,"January 20, 1987 (age 29 years)",180.34,,170,77.27272727,100m,Breaststroke
633,633,Los Angeles,1984,Aquatics,Swimming,"LUNDQUIST, Steven K.",USA,Men,100m breaststroke,M,Gold,"February 20, 1961 (age 55 years)",187.96,,,#VALUE!,100m,Breaststroke
634,634,Los Angeles,1984,Aquatics,Swimming,"DAVIS, Victor",CAN,Men,100m breaststroke,M,Silver,10-Feb-64,187.96,20.0,192,87.27272727,100m,Breaststroke
635,635,Los Angeles,1984,Aquatics,Swimming,"POIROT, Catherine",FRA,Women,100m breaststroke,W,Bronze,"April 9, 1963 (age 53 years)",,,139,63.18181818,100m,Breaststroke
636,636,Los Angeles,1984,Aquatics,Swimming,"VAN STAVEREN, Petra",NED,Women,100m breaststroke,W,Gold,"June 2, 1966 (age 50 years)",170.18,,132,60,100m,Breaststroke
637,637,Los Angeles,1984,Aquatics,Swimming,"OTTENBRITE, Anne",CAN,Women,100m breaststroke,W,Silver,"May 12, 1966 (age 50 years)",175.26,,132,60,100m,Breaststroke
638,638,Los Angeles,1984,Aquatics,Swimming,"BUCHANAN, Glenn",AUS,Men,100m butterfly,M,Bronze,"November 19, 1962 (age 53 years)",180.34,,170,77.27272727,100m,Butterfly
639,639,Los Angeles,1984,Aquatics,Swimming,"GROSS, Michael",FRG,Men,100m butterfly,M,Gold,"June 21, 1947 (age 69 years)",190.5,,,#VALUE!,100m,Butterfly
640,640,Los Angeles,1984,Aquatics,Swimming,"MORALES, Pablo",USA,Men,100m butterfly,M,Silver,"December 5, 1964 (age 51 years)",190.5,,185,84.09090909,100m,Butterfly
641,641,Los Angeles,1984,Aquatics,Swimming,"SEICK, Karin",FRG,Women,100m butterfly,W,Bronze,"November 11, 1961 (age 54 years)",182.88,,139,63.18181818,100m,Butterfly
642,642,Los Angeles,1984,Aquatics,Swimming,"MEAGHER, Mary T.",USA,Women,100m butterfly,W,Gold,"October 27, 1964 (age 52 years)",172.72,,141,64.09090909,100m,Butterfly
643,643,Los Angeles,1984,Aquatics,Swimming,"JOHNSON, Jenna Leigh",USA,Women,100m butterfly,W,Silver,"September 11, 1967 (age 49 years)",180.34,,139,63.18181818,100m,Butterfly
644,644,Los Angeles,1984,Aquatics,Swimming,"JOHANSSON, Per",SWE,Men,100m freestyle,M,Bronze,"May 6, 1978 (age 38 years)",193.04,,165,75,100m,Freestyle
645,645,Los Angeles,1984,Aquatics,Swimming,"GAINES, Ambrose Iv",USA,Men,100m freestyle,M,Gold,"February 17, 1959 (age 57 years)",185.42,,161,73.18181818,100m,Freestyle
646,646,Los Angeles,1984,Aquatics,Swimming,"STOCKWELL, Marcus",AUS,Men,100m freestyle,M,Silver,,,,194,88.18181818,100m,Freestyle
647,647,Los Angeles,1984,Aquatics,Swimming,"VERSTAPPEN, Annemarie",NED,Women,100m freestyle,W,Bronze,"October 3, 1965 (age 51 years)",,,146,66.36363636,100m,Freestyle
648,648,Los Angeles,1984,Aquatics,Swimming,"HOGSHEAD, Nancy Lynn",USA,Women,100m freestyle,W,Gold,"April 17, 1962 (age 54 years)",172.72,,146,66.36363636,100m,Freestyle
649,649,Los Angeles,1984,Aquatics,Swimming,"STEINSEIFER, Carolyn",USA,Women,100m freestyle,W,Gold,"February 12, 1968 (age 48 years)",167.64,,126,57.27272727,100m,Freestyle
650,650,Los Angeles,1984,Aquatics,Swimming,"PFEIFFER, Stefan",FRG,Men,1500m freestyle,M,Bronze,"November 15, 1965 (age 50 years)",190.5,,176,80,1500m,Freestyle
651,651,Los Angeles,1984,Aquatics,Swimming,"O'BRIEN, Michael Jon",USA,Men,1500m freestyle,M,Gold,,,,154,70,1500m,Freestyle
652,652,Los Angeles,1984,Aquatics,Swimming,"DICARLO, George Thomas",USA,Men,1500m freestyle,M,Silver,,180.34,,163,74.09090909,1500m,Freestyle
653,653,Los Angeles,1984,Aquatics,Swimming,"HENNING, Cameron",CAN,Men,200m backstroke,M,Bronze,"November 24, 1960 (age 55 years)",187.96,,185,84.09090909,200m,Backstroke
654,654,Los Angeles,1984,Aquatics,Swimming,"CAREY, Richard John",USA,Men,200m backstroke,M,Gold,,182.88,,181,82.27272727,200m,Backstroke
655,655,Los Angeles,1984,Aquatics,Swimming,"DELCOURT, Frederic",FRA,Men,200m backstroke,M,Silver,"February 14, 1964 (age 52 years)",180.34,,,#VALUE!,200m,Backstroke
656,656,Los Angeles,1984,Aquatics,Swimming,"PATRASCOIU, Aneta",ROU,Women,200m backstroke,W,Bronze,"October 17, 1967 (age 49 years)",177.8,,,#VALUE!,200m,Backstroke
657,657,Los Angeles,1984,Aquatics,Swimming,"DE ROVER, Jolanda",NED,Women,200m backstroke,W,Gold,"October 10, 1963 (age 53 years)",185.42,,154,70,200m,Backstroke
658,658,Los Angeles,1984,Aquatics,Swimming,"WHITE, Amy Lee",USA,Women,200m backstroke,W,Silver,,,,126,57.27272727,200m,Backstroke
659,659,Los Angeles,1984,Aquatics,Swimming,"DAGON, Etienne",SUI,Men,200m breaststroke,M,Bronze,,,,,#VALUE!,200m,Breaststroke
660,660,Los Angeles,1984,Aquatics,Swimming,"DAVIS, Victor",CAN,Men,200m breaststroke,M,Gold,,187.96,,192,87.27272727,200m,Breaststroke
661,661,Los Angeles,1984,Aquatics,Swimming,"BERINGEN, Glenn",AUS,Men,200m breaststroke,M,Silver,,185.42,,159,72.27272727,200m,Breaststroke
662,662,Los Angeles,1984,Aquatics,Swimming,"LEMPEREUR, Ingrid",BEL,Women,200m breaststroke,W,Bronze,,,,126,57.27272727,200m,Breaststroke
663,663,Los Angeles,1984,Aquatics,Swimming,"OTTENBRITE, Anne",CAN,Women,200m breaststroke,W,Gold,"May 12, 1966 (age 50 years)",175.26,,132,60,200m,Breaststroke
664,664,Los Angeles,1984,Aquatics,Swimming,"RAPP, Susan Gerard",USA,Women,200m breaststroke,W,Silver,"July 5, 1965 (age 51 years)",177.8,,146,66.36363636,200m,Breaststroke
665,665,Los Angeles,1984,Aquatics,Swimming,"VIDAL CASTRO, Rafael Antonio",VEN,Men,200m butterfly,M,Bronze,6-Jan-64,180.34,20.0,159,72.27272727,200m,Butterfly
666,666,Los Angeles,1984,Aquatics,Swimming,"SIEBEN, Jonathan",AUS,Men,200m butterfly,M,Gold,"August 24, 1966 (age 50 years)",175.26,,163,74.09090909,200m,Butterfly
667,667,Los Angeles,1984,Aquatics,Swimming,"GROSS, Michael",FRG,Men,200m butterfly,M,Silver,"June 21, 1947 (age 69 years)",190.5,,,#VALUE!,200m,Butterfly
668,668,Los Angeles,1984,Aquatics,Swimming,"BEYERMANN, Ina",FRG,Women,200m butterfly,W,Bronze,"April 11, 1965 (age 51 years)",,,132,60,200m,Butterfly
669,669,Los Angeles,1984,Aquatics,Swimming,"MEAGHER, Mary T.",USA,Women,200m butterfly,W,Gold,"October 27, 1964 (age 52 years)",172.72,,141,64.09090909,200m,Butterfly
670,670,Los Angeles,1984,Aquatics,Swimming,"PHILLIPS, Karen",AUS,Women,200m butterfly,W,Silver,"September 7, 1945 (age 71 years)",,,128,58.18181818,200m,Butterfly
671,671,Los Angeles,1984,Aquatics,Swimming,"FAHRNER, Thomas",FRG,Men,200m freestyle,M,Bronze,"February 7, 1963 (age 53 years)",187.96,,176,80,200m,Freestyle
672,672,Los Angeles,1984,Aquatics,Swimming,"GROSS, Michael",FRG,Men,200m freestyle,M,Gold,"June 21, 1947 (age 69 years)",190.5,,,#VALUE!,200m,Freestyle
673,673,Los Angeles,1984,Aquatics,Swimming,"HEATH, Michael Steward",USA,Men,200m freestyle,M,Silver,"April 9, 1964 (age 52 years)",182.88,,170,77.27272727,200m,Freestyle
674,674,Los Angeles,1984,Aquatics,Swimming,"VERSTAPPEN, Annemarie",NED,Women,200m freestyle,W,Bronze,"October 3, 1965 (age 51 years)",,,146,66.36363636,200m,Freestyle
675,675,Los Angeles,1984,Aquatics,Swimming,"WAYTE, Mary Alice",USA,Women,200m freestyle,W,Gold,"March 25, 1965 (age 51 years)",175.26,,128,58.18181818,200m,Freestyle
676,676,Los Angeles,1984,Aquatics,Swimming,"WOODHEAD, Cynthia Lee",USA,Women,200m freestyle,W,Silver,"February 7, 1964 (age 52 years)",167.64,,119,54.09090909,200m,Freestyle
677,677,Los Angeles,1984,Aquatics,Swimming,"COCHRAN, Neil",GBR,Men,200m individual medley,M,Bronze,"April 12, 1965 (age 51 years)",175.26,,154,70,200m,Individual
678,678,Los Angeles,1984,Aquatics,Swimming,"BAUMANN, Alexander",CAN,Men,200m individual medley,M,Gold,"April 21, 1964 (age 52 years)",187.96,,176,80,200m,Individual
679,679,Los Angeles,1984,Aquatics,Swimming,"MORALES, Pablo",USA,Men,200m individual medley,M,Silver,"December 5, 1964 (age 51 years)",190.5,,185,84.09090909,200m,Individual
680,680,Los Angeles,1984,Aquatics,Swimming,"PEARSON, Michelle",AUS,Women,200m individual medley,W,Bronze,"April 22, 1962 (age 54 years)",182.88,,157,71.36363636,200m,Individual
681,681,Los Angeles,1984,Aquatics,Swimming,"CAULKINS, Tracy Anne",USA,Women,200m individual medley,W,Gold,"January 11, 1963 (age 53 years)",175.26,,,#VALUE!,200m,Individual
682,682,Los Angeles,1984,Aquatics,Swimming,"HOGSHEAD, Nancy Lynn",USA,Women,200m individual medley,W,Silver,"April 17, 1962 (age 54 years)",172.72,,146,66.36363636,200m,Individual
683,683,Los Angeles,1984,Aquatics,Swimming,"LEMBERG, Justin",AUS,Men,400m freestyle,M,Bronze,"August 23, 1966 (age 50 years)",182.88,,172,78.18181818,400m,Freestyle
684,684,Los Angeles,1984,Aquatics,Swimming,"DICARLO, George Thomas",USA,Men,400m freestyle,M,Gold,,180.34,,163,74.09090909,400m,Freestyle
685,685,Los Angeles,1984,Aquatics,Swimming,"MYKKANEN, John Cary",USA,Men,400m freestyle,M,Silver,"September 8, 1966 (age 50 years)",180.34,,146,66.36363636,400m,Freestyle
686,686,Los Angeles,1984,Aquatics,Swimming,"CROFT, June",GBR,Women,400m freestyle,W,Bronze,"June 17, 1963 (age 53 years)",170.18,,132,60,400m,Freestyle
687,687,Los Angeles,1984,Aquatics,Swimming,"COHEN, Tiffany Lisa",USA,Women,400m freestyle,W,Gold,"June 11, 1966 (age 50 years)",175.26,,139,63.18181818,400m,Freestyle
688,688,Los Angeles,1984,Aquatics,Swimming,"HARDCASTLE, Sarah",GBR,Women,400m freestyle,W,Silver,"April 9, 1969 (age 47 years)",182.88,,132,60,400m,Freestyle
689,689,Los Angeles,1984,Aquatics,Swimming,"WOODHOUSE, Robert",AUS,Men,400m individual medley,M,Bronze,"April 28, 1773",190.5,211.0,170,77.27272727,400m,Individual
690,690,Los Angeles,1984,Aquatics,Swimming,"BAUMANN, Alexander",CAN,Men,400m individual medley,M,Gold,"April 21, 1964 (age 52 years)",187.96,,176,80,400m,Individual
691,691,Los Angeles,1984,Aquatics,Swimming,"PRADO, Ricardo",BRA,Men,400m individual medley,M,Silver,"January 3, 1965 (age 51 years)",167.64,,123,55.90909091,400m,Individual
692,692,Los Angeles,1984,Aquatics,Swimming,"ZINDLER, Petra",FRG,Women,400m individual medley,W,Bronze,"February 11, 1966 (age 50 years)",,,119,54.09090909,400m,Individual
693,693,Los Angeles,1984,Aquatics,Swimming,"CAULKINS, Tracy Anne",USA,Women,400m individual medley,W,Gold,"January 11, 1963 (age 53 years)",175.26,,,#VALUE!,400m,Individual
694,694,Los Angeles,1984,Aquatics,Swimming,"LANDELLS, Suzanne",AUS,Women,400m individual medley,W,Silver,,162.56,,126,57.27272727,400m,Individual
695,695,Los Angeles,1984,Aquatics,Swimming,"HARDCASTLE, Sarah",GBR,Women,800m freestyle,W,Bronze,"April 9, 1969 (age 47 years)",182.88,,132,60,800m,Freestyle
696,696,Los Angeles,1984,Aquatics,Swimming,"COHEN, Tiffany Lisa",USA,Women,800m freestyle,W,Gold,"June 11, 1966 (age 50 years)",175.26,,139,63.18181818,800m,Freestyle
697,697,Los Angeles,1984,Aquatics,Swimming,"RICHARDSON, Michele",USA,Women,800m freestyle,W,Silver,,172.72,,,#VALUE!,800m,Freestyle
698,698,Seoul,1988,Aquatics,Swimming,"POLYANSKI, Igor",URS,Men,100m backstroke,M,Bronze,,190.5,,,#VALUE!,100m,Backstroke
699,699,Seoul,1988,Aquatics,Swimming,"SUZUKI, Daichi",JPN,Men,100m backstroke,M,Gold,,180.34,,150,68.18181818,100m,Backstroke
700,700,Seoul,1988,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,100m backstroke,M,Silver,,175.26,,154,70,100m,Backstroke
701,701,Seoul,1988,Aquatics,Swimming,"SIRCH, Cornelia",GDR,Women,100m backstroke,W,Bronze,,175.26,,154,70,100m,Backstroke
702,702,Seoul,1988,Aquatics,Swimming,"OTTO, Kristin",GDR,Women,100m backstroke,W,Gold,"February 7, 1966 (age 50 years)",185.42,,154,70,100m,Backstroke
703,703,Seoul,1988,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,100m backstroke,W,Silver,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,100m,Backstroke
704,704,Seoul,1988,Aquatics,Swimming,"VOLKOV, Dmitri",URS,Men,100m breaststroke,M,Bronze,"May 25, 1995 (age 21 years)",200.66,,,#VALUE!,100m,Breaststroke
705,705,Seoul,1988,Aquatics,Swimming,"MOORHOUSE, Adrian David",GBR,Men,100m breaststroke,M,Gold,"May 24, 1964 (age 52 years)",187.96,,192,87.27272727,100m,Breaststroke
706,706,Seoul,1988,Aquatics,Swimming,"GUTTLER, Karoly",HUN,Men,100m breaststroke,M,Silver,"June 15, 1968 (age 48 years)",187.96,,,#VALUE!,100m,Breaststroke
707,707,Seoul,1988,Aquatics,Swimming,"HÉRNER, Silke",GDR,Women,100m breaststroke,W,Bronze,,,,,#VALUE!,100m,Breaststroke
708,708,Seoul,1988,Aquatics,Swimming,"BOGOMILOVA-DANGALAKOVA, Tania",BUL,Women,100m breaststroke,W,Gold,"June 30, 1964 (age 52 years)",,,,#VALUE!,100m,Breaststroke
709,709,Seoul,1988,Aquatics,Swimming,"FRENKEVA, Antoaneta",BUL,Women,100m breaststroke,W,Silver,"August 24, 1971 (age 45 years)",,,121,55,100m,Breaststroke
710,710,Seoul,1988,Aquatics,Swimming,"JAMESON, Andrew Dasvid",GBR,Men,100m butterfly,M,Bronze,,190.5,,,#VALUE!,100m,Butterfly
711,711,Seoul,1988,Aquatics,Swimming,"NESTY, Anthony Conrad",SUR,Men,100m butterfly,M,Gold,,,,172,78.18181818,100m,Butterfly
712,712,Seoul,1988,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,100m butterfly,M,Silver,"October 8, 1965 (age 51 years)",200.66,,209,95,100m,Butterfly
713,713,Seoul,1988,Aquatics,Swimming,"QIAN, Hong",CHN,Women,100m butterfly,W,Bronze,,,,137,62.27272727,100m,Butterfly
714,714,Seoul,1988,Aquatics,Swimming,"OTTO, Kristin",GDR,Women,100m butterfly,W,Gold,"February 7, 1966 (age 50 years)",185.42,,154,70,100m,Butterfly
715,715,Seoul,1988,Aquatics,Swimming,"WEIGANG, Birte",GDR,Women,100m butterfly,W,Silver,"January 31, 1968 (age 48 years)",175.26,,154,70,100m,Butterfly
716,716,Seoul,1988,Aquatics,Swimming,"CARON, Stephan",FRA,Men,100m freestyle,M,Bronze,"July 1, 1966 (age 50 years)",,,,#VALUE!,100m,Freestyle
717,717,Seoul,1988,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,100m freestyle,M,Gold,"October 8, 1965 (age 51 years)",200.66,,209,95,100m,Freestyle
718,718,Seoul,1988,Aquatics,Swimming,"JACOBS, Christopher Charles",USA,Men,100m freestyle,M,Silver,,185.42,,181,82.27272727,100m,Freestyle
719,719,Seoul,1988,Aquatics,Swimming,"PLEWINSKI, Catherine",FRA,Women,100m freestyle,W,Bronze,"July 12, 1968 (age 48 years)",,,128,58.18181818,100m,Freestyle
720,720,Seoul,1988,Aquatics,Swimming,"OTTO, Kristin",GDR,Women,100m freestyle,W,Gold,"February 7, 1966 (age 50 years)",185.42,,154,70,100m,Freestyle
721,721,Seoul,1988,Aquatics,Swimming,"ZHUANG, Yong",CHN,Women,100m freestyle,W,Silver,"August 10, 1972 (age 44 years)",,,170,77.27272727,100m,Freestyle
722,722,Seoul,1988,Aquatics,Swimming,"DASSLER, Uwe",GDR,Men,1500m freestyle,M,Bronze,"February 11, 1967 (age 49 years)",193.04,,,#VALUE!,1500m,Freestyle
723,723,Seoul,1988,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,1500m freestyle,M,Gold,"May 21, 1960 (age 56 years)",180.34,,163,74.09090909,1500m,Freestyle
724,724,Seoul,1988,Aquatics,Swimming,"PFEIFFER, Stefan",FRG,Men,1500m freestyle,M,Silver,"November 15, 1965 (age 50 years)",190.5,,176,80,1500m,Freestyle
725,725,Seoul,1988,Aquatics,Swimming,"KINGSMAN, Paul",NZL,Men,200m backstroke,M,Bronze,"June 15, 1967 (age 49 years)",182.88,,187,85,200m,Backstroke
726,726,Seoul,1988,Aquatics,Swimming,"POLYANSKI, Igor",URS,Men,200m backstroke,M,Gold,"January 16, 1990 (age 26 years)",190.5,,,#VALUE!,200m,Backstroke
727,727,Seoul,1988,Aquatics,Swimming,"BALTRUSCH, Frank",GDR,Men,200m backstroke,M,Silver,"March 21, 1964 (age 52 years)",193.04,,203,92.27272727,200m,Backstroke
728,728,Seoul,1988,Aquatics,Swimming,"SIRCH, Cornelia",GDR,Women,200m backstroke,W,Bronze,"October 23, 1966 (age 50 years)",175.26,,154,70,200m,Backstroke
729,729,Seoul,1988,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,200m backstroke,W,Gold,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,200m,Backstroke
730,730,Seoul,1988,Aquatics,Swimming,"ZIMMERMANN, Kathrin",GDR,Women,200m backstroke,W,Silver,,172.72,,143,65,200m,Backstroke
731,731,Seoul,1988,Aquatics,Swimming,"LOPEZ MIRO, Sergio",ESP,Men,200m breaststroke,M,Bronze,,,,,#VALUE!,200m,Breaststroke
732,732,Seoul,1988,Aquatics,Swimming,"SZABO, Jozsef",HUN,Men,200m breaststroke,M,Gold,,185.42,,,#VALUE!,200m,Breaststroke
733,733,Seoul,1988,Aquatics,Swimming,"GILLINGHAM, Nick",GBR,Men,200m breaststroke,M,Silver,"January 22, 1967 (age 49 years)",182.88,,159,72.27272727,200m,Breaststroke
734,734,Seoul,1988,Aquatics,Swimming,"FRENKEVA, Antoaneta",BUL,Women,200m breaststroke,W,Bronze,"August 24, 1971 (age 45 years)",,,121,55,200m,Breaststroke
735,735,Seoul,1988,Aquatics,Swimming,"HÉRNER, Silke",GDR,Women,200m breaststroke,W,Gold,,,,,#VALUE!,200m,Breaststroke
736,736,Seoul,1988,Aquatics,Swimming,"HUANG, Xiao-Min",CHN,Women,200m breaststroke,W,Silver,"November 13, 1977 (age 38 years)",180.34,,,#VALUE!,200m,Breaststroke
737,737,Seoul,1988,Aquatics,Swimming,"MOSSE, Anthony",NZL,Men,200m butterfly,M,Bronze,"October 29, 1964 (age 52 years)",182.88,,170,77.27272727,200m,Butterfly
738,738,Seoul,1988,Aquatics,Swimming,"GROSS, Michael",FRG,Men,200m butterfly,M,Gold,"June 21, 1947 (age 69 years)",190.5,,,#VALUE!,200m,Butterfly
739,739,Seoul,1988,Aquatics,Swimming,"NIELSEN, Benny Leo",DEN,Men,200m butterfly,M,Silver,"March 26, 1966 (age 50 years)",,,168,76.36363636,200m,Butterfly
740,740,Seoul,1988,Aquatics,Swimming,"MEAGHER, Mary T.",USA,Women,200m butterfly,W,Bronze,"October 27, 1964 (age 52 years)",172.72,,141,64.09090909,200m,Butterfly
741,741,Seoul,1988,Aquatics,Swimming,"NORD, Kathleen",GDR,Women,200m butterfly,W,Gold,"December 26, 1965 (age 50 years)",175.26,,143,65,200m,Butterfly
742,742,Seoul,1988,Aquatics,Swimming,"WEIGANG, Birte",GDR,Women,200m butterfly,W,Silver,"January 31, 1968 (age 48 years)",175.26,,154,70,200m,Butterfly
743,743,Seoul,1988,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,200m freestyle,M,Bronze,"October 8, 1965 (age 51 years)",200.66,,209,95,200m,Freestyle
744,744,Seoul,1988,Aquatics,Swimming,"ARMSTRONG, Duncan John",AUS,Men,200m freestyle,M,Gold,,187.96,,163,74.09090909,200m,Freestyle
745,745,Seoul,1988,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Men,200m freestyle,M,Silver,"December 1, 1968 (age 47 years)",185.42,,161,73.18181818,200m,Freestyle
746,746,Seoul,1988,Aquatics,Swimming,"STELLMACH, Manuela",GDR,Women,200m freestyle,W,Bronze,"February 22, 1970 (age 46 years)",175.26,,143,65,200m,Freestyle
747,747,Seoul,1988,Aquatics,Swimming,"FRIEDRICH, Heike",GDR,Women,200m freestyle,W,Gold,"April 18, 1970 (age 46 years)",172.72,,139,63.18181818,200m,Freestyle
748,748,Seoul,1988,Aquatics,Swimming,"POLL AHRENS, Silvia",CRC,Women,200m freestyle,W,Silver,"September 24, 1970 (age 46 years)",193.04,,165,75,200m,Freestyle
749,749,Seoul,1988,Aquatics,Swimming,"YAROSHCHUK, Vadim",URS,Men,200m individual medley,M,Bronze,"April 2, 1966 (age 50 years)",,,,#VALUE!,200m,Individual
750,750,Seoul,1988,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,200m individual medley,M,Gold,"June 3, 1967 (age 49 years)",185.42,,,#VALUE!,200m,Individual
751,751,Seoul,1988,Aquatics,Swimming,"KUHL, Patrick",GDR,Men,200m individual medley,M,Silver,"March 26, 1968 (age 48 years)",190.5,,,#VALUE!,200m,Individual
752,752,Seoul,1988,Aquatics,Swimming,"LUNG, Noemi Ildiko",ROU,Women,200m individual medley,W,Bronze,"May 16, 1968 (age 48 years)",175.26,,,#VALUE!,200m,Individual
753,753,Seoul,1988,Aquatics,Swimming,"HUNGER, Daniela",GDR,Women,200m individual medley,W,Gold,"March 20, 1972 (age 44 years)",175.26,,139,63.18181818,200m,Individual
754,754,Seoul,1988,Aquatics,Swimming,"DENDEBEROVA, Elena",URS,Women,200m individual medley,W,Silver,"May 4, 1969 (age 47 years)",,,,#VALUE!,200m,Individual
755,755,Seoul,1988,Aquatics,Swimming,"WOJDAT, Artur",POL,Men,400m freestyle,M,Bronze,"May 20, 1968 (age 48 years)",193.04,,190,86.36363636,400m,Freestyle
756,756,Seoul,1988,Aquatics,Swimming,"DASSLER, Uwe",GDR,Men,400m freestyle,M,Gold,"February 11, 1967 (age 49 years)",193.04,,,#VALUE!,400m,Freestyle
757,757,Seoul,1988,Aquatics,Swimming,"ARMSTRONG, Duncan John",AUS,Men,400m freestyle,M,Silver,,187.96,,163,74.09090909,400m,Freestyle
758,758,Seoul,1988,Aquatics,Swimming,"MÉHRING, Anke",GDR,Women,400m freestyle,W,Bronze,,,,,#VALUE!,400m,Freestyle
759,759,Seoul,1988,Aquatics,Swimming,"EVANS, Janet",USA,Women,400m freestyle,W,Gold,"August 28, 1971 (age 45 years)",165.1,,119,54.09090909,400m,Freestyle
760,760,Seoul,1988,Aquatics,Swimming,"FRIEDRICH, Heike",GDR,Women,400m freestyle,W,Silver,"April 18, 1970 (age 46 years)",172.72,,139,63.18181818,400m,Freestyle
761,761,Seoul,1988,Aquatics,Swimming,"BATTISTELLI, Stefano",ITA,Men,400m individual medley,M,Bronze,"March 6, 1970 (age 46 years)",175.26,,134,60.90909091,400m,Individual
762,762,Seoul,1988,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,400m individual medley,M,Gold,"June 3, 1967 (age 49 years)",185.42,,,#VALUE!,400m,Individual
763,763,Seoul,1988,Aquatics,Swimming,"WHARTON, David Lee",USA,Men,400m individual medley,M,Silver,,182.88,,174,79.09090909,400m,Individual
764,764,Seoul,1988,Aquatics,Swimming,"HUNGER, Daniela",GDR,Women,400m individual medley,W,Bronze,"March 20, 1972 (age 44 years)",175.26,,139,63.18181818,400m,Individual
765,765,Seoul,1988,Aquatics,Swimming,"EVANS, Janet",USA,Women,400m individual medley,W,Gold,"August 28, 1971 (age 45 years)",165.1,,119,54.09090909,400m,Individual
766,766,Seoul,1988,Aquatics,Swimming,"LUNG, Noemi Ildiko",ROU,Women,400m individual medley,W,Silver,"May 16, 1968 (age 48 years)",175.26,,,#VALUE!,400m,Individual
767,767,Seoul,1988,Aquatics,Swimming,"PRIGODA, Guennadi",URS,Men,50m freestyle,M,Bronze,,180.34,,,#VALUE!,50m,Freestyle
768,768,Seoul,1988,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,50m freestyle,M,Gold,"October 8, 1965 (age 51 years)",200.66,,209,95,50m,Freestyle
769,769,Seoul,1988,Aquatics,Swimming,"JAGER, Thomas Michael",USA,Men,50m freestyle,M,Silver,"October 6, 1964 (age 52 years)",190.5,,181,82.27272727,50m,Freestyle
770,770,Seoul,1988,Aquatics,Swimming,"MEISSNER, Katrin",GDR,Women,50m freestyle,W,Bronze,"January 17, 1973 (age 43 years)",187.96,,,#VALUE!,50m,Freestyle
771,771,Seoul,1988,Aquatics,Swimming,"STERKEL, Gillian Ann",USA,Women,50m freestyle,W,Bronze,"May 27, 1961 (age 55 years)",180.34,,,#VALUE!,50m,Freestyle
772,772,Seoul,1988,Aquatics,Swimming,"OTTO, Kristin",GDR,Women,50m freestyle,W,Gold,"February 7, 1966 (age 50 years)",185.42,,154,70,50m,Freestyle
773,773,Seoul,1988,Aquatics,Swimming,"YANG, Wenyi",CHN,Women,50m freestyle,W,Silver,,,,137,62.27272727,50m,Freestyle
774,774,Seoul,1988,Aquatics,Swimming,"MCDONALD, Julie",AUS,Women,800m freestyle,W,Bronze,,,,146,66.36363636,800m,Freestyle
775,775,Seoul,1988,Aquatics,Swimming,"EVANS, Janet",USA,Women,800m freestyle,W,Gold,,165.1,,119,54.09090909,800m,Freestyle
776,776,Seoul,1988,Aquatics,Swimming,"STRAUSS, Astrid",GDR,Women,800m freestyle,W,Silver,,187.96,,,#VALUE!,800m,Freestyle
777,777,Barcelona,1992,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,100m backstroke,M,Bronze,,175.26,,154,70,100m,Backstroke
778,778,Barcelona,1992,Aquatics,Swimming,"TEWKSBURY, Mark",CAN,Men,100m backstroke,M,Gold,,185.42,,176,80,100m,Backstroke
779,779,Barcelona,1992,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,Men,100m backstroke,M,Silver,,193.04,,190,86.36363636,100m,Backstroke
780,780,Barcelona,1992,Aquatics,Swimming,"LOVELESS, Lea",USA,Women,100m backstroke,W,Bronze,"April 1, 1971 (age 45 years)",167.64,,134,60.90909091,100m,Backstroke
781,781,Barcelona,1992,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,100m backstroke,W,Gold,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,100m,Backstroke
782,782,Barcelona,1992,Aquatics,Swimming,"SZABO, Tunde",HUN,Women,100m backstroke,W,Silver,"May 31, 1974 (age 42 years)",175.26,,,#VALUE!,100m,Backstroke
783,783,Barcelona,1992,Aquatics,Swimming,"ROGERS, Philip John",AUS,Men,100m breaststroke,M,Bronze,"April 24, 1971 (age 45 years)",182.88,,179,81.36363636,100m,Breaststroke
