,Year,Event,Athlete,Gender,DOB,height,DOB1,Medal,Age
874,2013,400 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,16.4712328767
875,2013,400 metre freestyle,Melanie Costa,Women,"April 24, 1989 (age 27 years)",180.34,"April 24, 1989",Silver,24.3726027397
876,2013,400 metre freestyle,Lauren Boyle,Women,"December 14, 1987 (age 28 years)",182.88,"December 14, 1987",Bronze,25.7342465753
877,2015,400 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,18.4712328767
878,2015,400 metre freestyle,Sharon van Rouwendaal,Women,"September 9, 1993 (age 23 years)",172.72,"September 9, 1993",Silver,21.9917808219
879,2015,400 metre freestyle,Jessica Ashwood,Women,"April 28, 1993 (age 23 years)",172.72,"April 28, 1993",Bronze,22.3589041096
880,1973,800 metre freestyle,Novella Calligaris,Women,"December 27, 1954 (age 61 years)",162.56,"December 27, 1954",Gold,18.6931506849
881,1973,800 metre freestyle,Joan Harshbarger,Women,,,N,Silver,
882,1973,800 metre freestyle,Gudrun Wegner,Women,"February 28, 1955",175.26,"February 28, 195",Bronze,
883,1975,800 metre freestyle,Jennifer Turrall,Women,"May 9, 1960 (age 56 years)",165.1,"May 9, 1960",Gold,15.3232876712
884,1975,800 metre freestyle,Heather Greenwood,Women,,,N,Silver,
885,1975,800 metre freestyle,Shirley Babashoff,Women,"January 31, 1957 (age 59 years)",177.8,"January 31, 1957",Bronze,18.5945205479
886,1978,800 metre freestyle,Tracey Wickham,Women,"November 24, 1962 (age 54 years)",162.56,"November 24, 1962",Gold,15.7808219178
887,1978,800 metre freestyle,Cynthia Woodhead,Women,"February 7, 1964 (age 52 years)",167.64,"February 7, 1964",Silver,14.5753424658
888,1978,800 metre freestyle,Kim Linehan,Women,"December 11, 1962 (age 53 years)",167.64,"December 11, 1962",Bronze,15.7342465753
889,1982,800 metre freestyle,Kim Linehan,Women,"December 11, 1962 (age 53 years)",167.64,"December 11, 1962",Gold,19.7369863014
890,1982,800 metre freestyle,Jackie Willmot,Women,,,N,Silver,
891,1982,800 metre freestyle,Carmela Schmidt,Women,"May 16, 1962 (age 54 years)",175.26,"May 16, 1962",Bronze,20.3095890411
892,1986,800 metre freestyle,Astrid Strauss,Women,"December 24, 1968 (age 47 years)",187.96,"December 24, 1968",Gold,17.698630137
893,1986,800 metre freestyle,Katja Hartmann,Women,,,N,Silver,
894,1986,800 metre freestyle,Deborah Babashoff,Women,1970,,197,Bronze,
895,1991,800 metre freestyle,Janet Evans,Women,"August 28, 1971 (age 45 years)",165.1,"August 28, 1971",Gold,20.0246575342
896,1991,800 metre freestyle,Grit Mller,Women,,,N,Silver,
897,1991,800 metre freestyle,Jana Henke,Women,"October 1, 1973 (age 43 years)",170.18,"October 1, 1973",Bronze,17.9287671233
898,1994,800 metre freestyle,Janet Evans,Women,"August 28, 1971 (age 45 years)",165.1,"August 28, 1971",Gold,23.0273972603
899,1994,800 metre freestyle,Hayley Lewis,Women,"March 2, 1974 (age 42 years)",170.18,"March 2, 1974",Silver,20.5150684932
900,1994,800 metre freestyle,Brooke Bennett,Women,"May 6, 1980 (age 36 years)",,"May 6, 1980",Bronze,14.3315068493
901,1998,800 metre freestyle,Brooke Bennett,Women,"May 6, 1980 (age 36 years)",,"May 6, 1980",Gold,18.3342465753
902,1998,800 metre freestyle,Diana Munz,Women,"June 19, 1982 (age 34 years)",162.56,"June 19, 1982",Silver,16.2136986301
903,1998,800 metre freestyle,Kirsten Vlieghuis,Women,"May 17, 1976 (age 40 years)",172.72,"May 17, 1976",Bronze,22.3068493151
904,2001,800 metre freestyle,Hannah Stockbauer,Women,"January 7, 1982 (age 34 years)",175.26,"January 7, 1982",Gold,19.6630136986
905,2001,800 metre freestyle,Diana Munz,Women,"June 19, 1982 (age 34 years)",162.56,"June 19, 1982",Silver,19.2164383562
906,2001,800 metre freestyle,Kaitlin Sandeno,Women,"March 13, 1983 (age 33 years)",167.64,"March 13, 1983",Bronze,18.4849315068
907,2003,800 metre freestyle,Hannah Stockbauer,Women,"January 7, 1982 (age 34 years)",175.26,"January 7, 1982",Gold,21.6630136986
908,2003,800 metre freestyle,Diana Munz,Women,"June 19, 1982 (age 34 years)",162.56,"June 19, 1982",Silver,21.2164383562
909,2003,800 metre freestyle,Rebecca Cooke,Women,"June 24, 1983 (age 33 years)",172.72,"June 24, 1983",Bronze,20.202739726
910,2005,800 metre freestyle,Kate Ziegler,Women,"June 27, 1988 (age 28 years)",182.88,"June 27, 1988",Gold,17.1917808219
911,2005,800 metre freestyle,Brittany Reimer,Women,"January 3, 1988 (age 28 years)",175.26,"January 3, 1988",Silver,17.6739726027
912,2005,800 metre freestyle,Ai Shibata,Women,"May 14, 1982 (age 34 years)",175.26,"May 14, 1982",Bronze,23.3178082192
913,2007,800 metre freestyle,Kate Ziegler,Women,"June 27, 1988 (age 28 years)",182.88,"June 27, 1988",Gold,19.1917808219
914,2007,800 metre freestyle,Laure Manaudou,Women,,180.34,N,Silver,
915,2007,800 metre freestyle,Hayley Peirsol,Women,"August 9, 1985 (age 31 years)",177.8,"August 9, 1985",Bronze,22.0767123288
916,2009,800 metre freestyle,Lotte Friis,Women,"February 9, 1988 (age 28 years)",182.88,"February 9, 1988",Gold,21.5753424658
917,2009,800 metre freestyle,Joanne Jackson,Women,"September 12, 1986 (age 30 years)",185.42,"September 12, 1986",Silver,22.9863013699
918,2009,800 metre freestyle,Alessia Filippi,Women,"June 23, 1987 (age 29 years)",185.42,"June 23, 1987",Bronze,22.2082191781
919,2011,800 metre freestyle,Rebecca Adlington,Women,"February 17, 1989 (age 27 years)",177.8,"February 17, 1989",Gold,22.5506849315
920,2011,800 metre freestyle,Lotte Friis,Women,"February 9, 1988 (age 28 years)",182.88,"February 9, 1988",Silver,23.5753424658
921,2011,800 metre freestyle,Kate Ziegler,Women,"June 27, 1988 (age 28 years)",182.88,"June 27, 1988",Bronze,23.1945205479
922,2013,800 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,16.4712328767
923,2013,800 metre freestyle,Lotte Friis,Women,"February 9, 1988 (age 28 years)",182.88,"February 9, 1988",Silver,25.5780821918
924,2013,800 metre freestyle,Lauren Boyle,Women,"December 14, 1987 (age 28 years)",182.88,"December 14, 1987",Bronze,25.7342465753
925,2015,800 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,18.4712328767
926,2015,800 metre freestyle,Lauren Boyle,Women,"December 14, 1987 (age 28 years)",182.88,"December 14, 1987",Silver,
927,2015,800 metre freestyle,Jazmin Carlin,Women,"September 17, 1990 (age 26 years)",175.26,"September 17, 1990",Bronze,24.9726027397
928,2001,1500 metre freestyle,Hannah Stockbauer,Women,"January 7, 1982 (age 34 years)",175.26,"January 7, 1982",Gold,19.6630136986
929,2001,1500 metre freestyle,Flavia Rigamonti,Women,"July 1, 1981 (age 35 years)",185.42,"July 1, 1981",Silver,20.1835616438
930,2001,1500 metre freestyle,Diana Munz,Women,"June 19, 1982 (age 34 years)",162.56,"June 19, 1982",Bronze,19.2164383562
931,2003,1500 metre freestyle,Hannah Stockbauer,Women,"January 7, 1982 (age 34 years)",175.26,"January 7, 1982",Gold,21.6630136986
932,2003,1500 metre freestyle,Hayley Peirsol,Women,"August 9, 1985 (age 31 years)",177.8,"August 9, 1985",Silver,18.0739726027
933,2003,1500 metre freestyle,Jana Henke,Women,"October 1, 1973 (age 43 years)",170.18,"October 1, 1973",Bronze,
934,2005,1500 metre freestyle,Kate Ziegler,Women,"June 27, 1988 (age 28 years)",182.88,"June 27, 1988",Gold,17.1917808219
935,2005,1500 metre freestyle,Flavia Rigamonti,Women,"July 1, 1981 (age 35 years)",185.42,"July 1, 1981",Silver,24.1863013699
936,2005,1500 metre freestyle,Brittany Reimer,Women,"January 3, 1988 (age 28 years)",175.26,"January 3, 1988",Bronze,17.6739726027
937,2007,1500 metre freestyle,Kate Ziegler,Women,"June 27, 1988 (age 28 years)",182.88,"June 27, 1988",Gold,19.1917808219
938,2007,1500 metre freestyle,Flavia Rigamonti,Women,"July 1, 1981 (age 35 years)",185.42,"July 1, 1981",Silver,26.1863013699
939,2007,1500 metre freestyle,Ai Shibata,Women,"May 14, 1982 (age 34 years)",175.26,"May 14, 1982",Bronze,25.3178082192
940,2009,1500 metre freestyle,Alessia Filippi,Women,"June 23, 1987 (age 29 years)",185.42,"June 23, 1987",Gold,22.2082191781
941,2009,1500 metre freestyle,Lotte Friis,Women,"February 9, 1988 (age 28 years)",182.88,"February 9, 1988",Silver,21.5753424658
942,2009,1500 metre freestyle,Camelia Potec,Women,"February 19, 1982 (age 34 years)",177.8,"February 19, 1982",Bronze,
943,2011,1500 metre freestyle,Lotte Friis,Women,"February 9, 1988 (age 28 years)",182.88,"February 9, 1988",Gold,23.5753424658
944,2011,1500 metre freestyle,Kate Ziegler,Women,"June 27, 1988 (age 28 years)",182.88,"June 27, 1988",Silver,23.1945205479
945,2011,1500 metre freestyle,Li Xuanxu,Women,"February 5, 1994 (age 22 years)",165.1,"February 5, 1994",Bronze,17.5808219178
946,2013,1500 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,16.4712328767
947,2013,1500 metre freestyle,Lotte Friis,Women,"February 9, 1988 (age 28 years)",182.88,"February 9, 1988",Silver,25.5780821918
948,2013,1500 metre freestyle,Lauren Boyle,Women,"December 14, 1987 (age 28 years)",182.88,"December 14, 1987",Bronze,25.7342465753
949,2015,1500 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,18.4712328767
950,2015,1500 metre freestyle,Lauren Boyle,Women,"December 14, 1987 (age 28 years)",182.88,"December 14, 1987",Silver,
951,2015,1500 metre freestyle,Boglrka Kaps,Women,"April 22, 1993 (age 23 years)",167.64,"April 22, 1993",Bronze,22.3753424658
952,2001,50 metre backstroke,Haley Cope,Women,"April 11, 1979 (age 37 years)",177.8,"April 11, 1979",Gold,22.4082191781
953,2001,50 metre backstroke,Antje Buschschulte,Women,"December 27, 1978 (age 37 years)",185.42,"December 27, 1978",Silver,22.695890411
954,2001,50 metre backstroke,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Bronze,19.0383561644
955,2003,50 metre backstroke,Nina Zhivanevskaya,Women,"June 24, 1977 (age 39 years)",167.64,"June 24, 1977",Gold,26.2054794521
956,2003,50 metre backstroke,Ilona Hlavkov,Women,,,N,Silver,
957,2003,50 metre backstroke,Noriko Inada,Women,"July 27, 1978 (age 38 years)",167.64,"July 27, 1978",Bronze,25.1150684932
958,2005,50 metre backstroke,Giaan Rooney,Women,"November 15, 1982 (age 34 years)",175.26,"November 15, 1982",Gold,22.8109589041
959,2005,50 metre backstroke,Gao Chang,Women,"January 29, 1987 (age 29 years)",177.8,"January 29, 1987",Silver,18.602739726
960,2005,50 metre backstroke,Antje Buschschulte,Women,"December 27, 1978 (age 37 years)",185.42,"December 27, 1978",Bronze,26.698630137
961,2007,50 metre backstroke,Leila Vaziri,Women,"June 6, 1985 (age 31 years)",167.64,"June 6, 1985",Gold,22.2520547945
962,2007,50 metre backstroke,Aleksandra Gerasimenya,Women,"December 31, 1985 (age 30 years)",175.26,"December 31, 1985",Silver,21.6821917808
963,2007,50 metre backstroke,Tayliah Zimmer,Women,"May 24, 1985 (age 31 years)",182.88,"May 24, 1985",Bronze,22.2876712329
964,2009,50 metre backstroke,Zhao Jing,Women,"December 31, 1990 (age 25 years)",175.26,"December 31, 1990",Gold,18.6821917808
965,2009,50 metre backstroke,Daniela Samulski,Women,"May 31, 1984 (age 32 years)",172.72,"May 31, 1984",Silver,25.2712328767
966,2009,50 metre backstroke,Gao Chang,Women,"January 29, 1987 (age 29 years)",177.8,"January 29, 1987",Bronze,22.6054794521
967,2011,50 metre backstroke,Anastasia Zuyeva,Women,"May 8, 1990 (age 26 years)",182.88,"May 8, 1990",Gold,21.3315068493
968,2011,50 metre backstroke,Aya Terakawa,Women,"November 12, 1984 (age 32 years)",175.26,"November 12, 1984",Silver,26.8191780822
969,2011,50 metre backstroke,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Bronze,16.3232876712
970,2013,50 metre backstroke,Zhao Jing,Women,"December 31, 1990 (age 25 years)",175.26,"December 31, 1990",Gold,22.6849315068
971,2013,50 metre backstroke,Fu Yuanhui,Women,"January 7, 1996 (age 20 years)",177.8,"January 7, 1996",Silver,17.6630136986
972,2013,50 metre backstroke,Aya Terakawa,Women,"November 12, 1984 (age 32 years)",175.26,"November 12, 1984",Bronze,
973,2015,50 metre backstroke,Fu Yuanhui,Women,"January 7, 1996 (age 20 years)",177.8,"January 7, 1996",Gold,19.6630136986
974,2015,50 metre backstroke,Etiene Medeiros,Women,"May 24, 1991 (age 25 years)",167.64,"May 24, 1991",Silver,24.2904109589
975,2015,50 metre backstroke,Liu Xiang,Women,"July 13, 1983 (age 33 years)",190.5,"July 13, 1983",Bronze,
976,1973,100 metre backstroke,Ulrike Richter,Women,"June 17, 1959 (age 57 years)",172.72,"June 17, 1959",Gold,14.2191780822
977,1973,100 metre backstroke,Melissa Belote,Women,"October 16, 1956 (age 60 years)",170.18,"October 16, 1956",Silver,16.8876712329
978,1973,100 metre backstroke,Wendy Hogg,Women,"September 15, 1956 (age 60 years)",175.26,"September 15, 1956",Bronze,16.9726027397
979,1975,100 metre backstroke,Ulrike Richter,Women,"June 17, 1959 (age 57 years)",172.72,"June 17, 1959",Gold,16.2191780822
980,1975,100 metre backstroke,Birgit Treiber,Women,"February 26, 1960 (age 56 years)",172.72,"February 26, 1960",Silver,15.5232876712
981,1975,100 metre backstroke,Nancy Garapick,Women,"September 24, 1961 (age 55 years)",167.64,"September 24, 1961",Bronze,
982,1978,100 metre backstroke,Linda Jezek,Women,"March 10, 1960 (age 56 years)",172.72,"March 10, 1960",Gold,18.4904109589
983,1978,100 metre backstroke,Birgit Treiber,Women,"February 26, 1960 (age 56 years)",172.72,"February 26, 1960",Silver,18.5260273973
984,1978,100 metre backstroke,Cheryl Gibson,Women,"July 28, 1959 (age 57 years)",172.72,"July 28, 1959",Bronze,19.1095890411
985,1982,100 metre backstroke,Kristin Otto,Women,"February 7, 1966 (age 50 years)",185.42,"February 7, 1966",Gold,16.5753424658
986,1982,100 metre backstroke,Ina Kleber,Women,"September 29, 1964 (age 52 years)",180.34,"September 29, 1964",Silver,17.9342465753
987,1982,100 metre backstroke,Susan Walsh,Women,"March 30, 1948",167.64,"March 30, 194",Bronze,
988,1986,100 metre backstroke,Betsy Mitchell,Women,"January 15, 1966 (age 50 years)",175.26,"January 15, 1966",Gold,20.6410958904
989,1986,100 metre backstroke,Kathrin Zimmermann,Women,"December 22, 1966 (age 49 years)",172.72,"December 22, 1966",Silver,19.7068493151
990,1986,100 metre backstroke,Natalya Shibayeva,Women,"July 28, 1968 (age 48 years)",,"July 28, 1968",Bronze,18.1068493151
991,1991,100 metre backstroke,Krisztina Egerszegi,Women,"August 16, 1974 (age 42 years)",175.26,"August 16, 1974",Gold,17.0547945205
992,1991,100 metre backstroke,Tnde Szab,Women,,175.26,N,Silver,
993,1991,100 metre backstroke,Janie Wagstaff,Women,"July 22, 1974 (age 42 years)",180.34,"July 22, 1974",Bronze,17.1232876712
994,1994,100 metre backstroke,He Cihong,Women,"June 10, 1987 (age 29 years)",170.18,"June 10, 1987",Gold,
995,1994,100 metre backstroke,Nina Zhivanevskaya,Women,"June 24, 1977 (age 39 years)",167.64,"June 24, 1977",Silver,17.2
996,1994,100 metre backstroke,Barbara Bedford,Women,"July 19, 1903",,"July 19, 190",Bronze,
997,1998,100 metre backstroke,Lea Maurer,Women,"April 1, 1971 (age 45 years)",167.64,"April 1, 1971",Gold,
998,1998,100 metre backstroke,Mai Nakamura,Women,"July 16, 1979 (age 37 years)",162.56,"July 16, 1979",Silver,19.1424657534
999,1998,100 metre backstroke,Sandra Vlker,Women,,180.34,N,Bronze,
1000,2001,100 metre backstroke,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Gold,19.0383561644
1001,2001,100 metre backstroke,Diana Mocanu,Women,"July 19, 1984 (age 32 years)",,"July 19, 1984",Silver,17.1315068493
1002,2001,100 metre backstroke,Antje Buschschulte,Women,"December 27, 1978 (age 37 years)",185.42,"December 27, 1978",Bronze,22.695890411
1003,2003,100 metre backstroke,Antje Buschschulte,Women,"December 27, 1978 (age 37 years)",185.42,"December 27, 1978",Gold,24.695890411
1004,2003,100 metre backstroke,Louise rnstedt,Women,,,N,Silver,
1005,2005,100 metre backstroke,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Gold,21.9753424658
1006,2005,100 metre backstroke,Antje Buschschulte,Women,"December 27, 1978 (age 37 years)",185.42,"December 27, 1978",Silver,26.698630137
1007,2005,100 metre backstroke,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Bronze,23.0410958904
1008,2007,100 metre backstroke,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Gold,25.0410958904
1009,2007,100 metre backstroke,Laure Manaudou,Women,,180.34,N,Silver,
1010,2007,100 metre backstroke,Reiko Nakamura,Women,,,N,Bronze,
1011,2009,100 metre backstroke,Gemma Spofforth,Women,"November 17, 1987 (age 29 years)",182.88,"November 17, 1987",Gold,21.8054794521
1012,2009,100 metre backstroke,Anastasia Zuyeva,Women,"May 8, 1990 (age 26 years)",182.88,"May 8, 1990",Silver,19.3315068493
1013,2009,100 metre backstroke,Emily Seebohm,Women,"June 5, 1992 (age 24 years)",180.34,"June 5, 1992",Bronze,17.2520547945
1014,2011,100 metre backstroke,Zhao Jing,Women,"December 31, 1990 (age 25 years)",175.26,"December 31, 1990",Gold,20.6821917808
1015,2011,100 metre backstroke,Anastasia Zuyeva,Women,"May 8, 1990 (age 26 years)",182.88,"May 8, 1990",Silver,21.3315068493
1016,2011,100 metre backstroke,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Bronze,
1017,2013,100 metre backstroke,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Gold,18.3260273973
1018,2013,100 metre backstroke,Emily Seebohm,Women,"June 5, 1992 (age 24 years)",180.34,"June 5, 1992",Silver,21.2547945205
1019,2013,100 metre backstroke,Aya Terakawa,Women,"November 12, 1984 (age 32 years)",175.26,"November 12, 1984",Bronze,
1020,2015,100 metre backstroke,Emily Seebohm,Women,"June 5, 1992 (age 24 years)",180.34,"June 5, 1992",Gold,23.2547945205
1021,2015,100 metre backstroke,Madison Wilson,Women,"May 31, 1994 (age 22 years)",,"May 31, 1994",Silver,21.2684931507
1022,2015,100 metre backstroke,Mie Nielsen,Women,"September 25, 1996 (age 20 years)",182.88,"September 25, 1996",Bronze,18.9452054795
1023,1973,200 metre backstroke,Melissa Belote,Women,"October 16, 1956 (age 60 years)",170.18,"October 16, 1956",Gold,16.8876712329
1024,1973,200 metre backstroke,Enith Brigitha,Women,"April 15, 1955 (age 61 years)",175.26,"April 15, 1955",Silver,18.3945205479
1025,1973,200 metre backstroke,Andrea Gyarmati,Women,"April 15, 1954 (age 62 years)",170.18,"April 15, 1954",Bronze,19.3945205479
1026,1975,200 metre backstroke,Birgit Treiber,Women,"February 26, 1960 (age 56 years)",172.72,"February 26, 1960",Gold,15.5232876712
1027,1975,200 metre backstroke,Nancy Garapick,Women,"September 24, 1961 (age 55 years)",167.64,"September 24, 1961",Silver,
1028,1975,200 metre backstroke,Ulrike Richter,Women,"June 17, 1959 (age 57 years)",172.72,"June 17, 1959",Bronze,16.2191780822
1029,1978,200 metre backstroke,Linda Jezek,Women,"March 10, 1960 (age 56 years)",172.72,"March 10, 1960",Gold,18.4904109589
1030,1978,200 metre backstroke,Birgit Treiber,Women,"February 26, 1960 (age 56 years)",172.72,"February 26, 1960",Silver,18.5260273973
1031,1978,200 metre backstroke,Cheryl Gibson,Women,"July 28, 1959 (age 57 years)",172.72,"July 28, 1959",Bronze,19.1095890411
1032,1982,200 metre backstroke,Kornelia Sirch,Women,"October 23, 1966 (age 50 years)",175.26,"October 23, 1966",Gold,15.8684931507
1033,1982,200 metre backstroke,Georgina Parkes,Women,"May 30, 1965 (age 51 years)",180.34,"May 30, 1965",Silver,17.2684931507
1034,1982,200 metre backstroke,Carmen Bunaciu,Women,"September 15, 1961 (age 55 years)",190.5,"September 15, 1961",Bronze,20.9753424658
1035,1986,200 metre backstroke,Kornelia Sirch,Women,"October 23, 1966 (age 50 years)",175.26,"October 23, 1966",Gold,19.8712328767
1036,1986,200 metre backstroke,Betsy Mitchell,Women,"January 15, 1966 (age 50 years)",175.26,"January 15, 1966",Silver,20.6410958904
1037,1986,200 metre backstroke,Kathrin Zimmermann,Women,"December 22, 1966 (age 49 years)",172.72,"December 22, 1966",Bronze,19.7068493151
1038,1991,200 metre backstroke,Krisztina Egerszegi,Women,"August 16, 1974 (age 42 years)",175.26,"August 16, 1974",Gold,17.0547945205
1039,1991,200 metre backstroke,Dagmar Hase,Women,"December 22, 1969 (age 46 years)",182.88,"December 22, 1969",Silver,21.7068493151
1040,1991,200 metre backstroke,Janie Wagstaff,Women,"July 22, 1974 (age 42 years)",180.34,"July 22, 1974",Bronze,17.1232876712
1041,1994,200 metre backstroke,He Cihong,Women,"June 10, 1987 (age 29 years)",170.18,"June 10, 1987",Gold,
1042,1994,200 metre backstroke,Krisztina Egerszegi,Women,"August 16, 1974 (age 42 years)",175.26,"August 16, 1974",Silver,20.0575342466
1043,1994,200 metre backstroke,Lorenza Vigarani,Women,"December 10, 1969 (age 46 years)",175.26,"December 10, 1969",Bronze,24.7424657534
1044,1998,200 metre backstroke,Roxana Maracineanu,Women,"May 7, 1975 (age 41 years)",165.1,"May 7, 1975",Gold,23.3369863014
1045,1998,200 metre backstroke,Dagmar Hase,Women,"December 22, 1969 (age 46 years)",182.88,"December 22, 1969",Silver,
1046,1998,200 metre backstroke,Mai Nakamura,Women,"July 16, 1979 (age 37 years)",162.56,"July 16, 1979",Bronze,19.1424657534
1047,2001,200 metre backstroke,Diana Mocanu,Women,"July 19, 1984 (age 32 years)",,"July 19, 1984",Gold,17.1315068493
1048,2001,200 metre backstroke,Stanislava Komarova,Women,"June 12, 1986 (age 30 years)",,"June 12, 1986",Silver,15.2328767123
1049,2001,200 metre backstroke,Joanna Fargus,Women,"January 3, 1982 (age 34 years)",,"January 3, 1982",Bronze,19.6739726027
1050,2003,200 metre backstroke,Katy Sexton,Women,"June 21, 1982 (age 34 years)",180.34,"June 21, 1982",Gold,21.2109589041
1051,2003,200 metre backstroke,Margaret Hoelzer,Women,"March 30, 1983 (age 33 years)",180.34,"March 30, 1983",Silver,20.4383561644
1052,2003,200 metre backstroke,Stanislava Komarova,Women,"June 12, 1986 (age 30 years)",,"June 12, 1986",Bronze,17.2328767123
1053,2005,200 metre backstroke,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Gold,21.9753424658
1054,2005,200 metre backstroke,Margaret Hoelzer,Women,"March 30, 1983 (age 33 years)",180.34,"March 30, 1983",Silver,22.4410958904
1055,2005,200 metre backstroke,Reiko Nakamura,Women,,,N,Bronze,
1056,2007,200 metre backstroke,Margaret Hoelzer,Women,"March 30, 1983 (age 33 years)",180.34,"March 30, 1983",Gold,24.4410958904
1057,2007,200 metre backstroke,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Silver,23.9753424658
1058,2007,200 metre backstroke,Reiko Nakamura,Women,,,N,Bronze,
1059,2009,200 metre backstroke,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Gold,25.9780821918
1060,2009,200 metre backstroke,Anastasia Zuyeva,Women,"May 8, 1990 (age 26 years)",182.88,"May 8, 1990",Silver,19.3315068493
1061,2009,200 metre backstroke,Elizabeth Beisel,Women,"August 18, 1992 (age 24 years)",167.64,"August 18, 1992",Bronze,17.0493150685
1062,2011,200 metre backstroke,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Gold,16.3232876712
1063,2011,200 metre backstroke,Belinda Hocking,Women,"September 14, 1990 (age 26 years)",167.64,"September 14, 1990",Silver,20.9780821918
1064,2011,200 metre backstroke,Sharon van Rouwendaal,Women,"September 9, 1993 (age 23 years)",172.72,"September 9, 1993",Bronze,17.9890410959
1065,2013,200 metre backstroke,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Gold,18.3260273973
1066,2013,200 metre backstroke,Belinda Hocking,Women,"September 14, 1990 (age 26 years)",167.64,"September 14, 1990",Silver,22.9808219178
1067,2013,200 metre backstroke,Hilary Caldwell,Women,"March 13, 1991 (age 25 years)",172.72,"March 13, 1991",Bronze,22.4876712329
1068,2015,200 metre backstroke,Emily Seebohm,Women,"June 5, 1992 (age 24 years)",180.34,"June 5, 1992",Gold,23.2547945205
1069,2015,200 metre backstroke,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Silver,20.3260273973
1070,2015,200 metre backstroke,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Bronze,26.3479452055
1071,2001,50 metre breaststroke,Luo Xuejuan,Women,"January 26, 1984 (age 32 years)",167.64,"January 26, 1984",Gold,17.6109589041
1072,2001,50 metre breaststroke,Kristy Kowal,Women,"October 9, 1978 (age 38 years)",182.88,"October 9, 1978",Silver,22.9123287671
1073,2001,50 metre breaststroke,Zo Baker,Women,,,N,Bronze,
1074,2003,50 metre breaststroke,Luo Xuejuan,Women,"January 26, 1984 (age 32 years)",167.64,"January 26, 1984",Gold,19.6109589041
1075,2003,50 metre breaststroke,Brooke Hanson,Women,"March 18, 1978 (age 38 years)",175.26,"March 18, 1978",Silver,25.4739726027
1076,2003,50 metre breaststroke,Zo Baker,Women,,,N,Bronze,
1077,2005,50 metre breaststroke,Jade Edmistone,Women,"February 6, 1982 (age 34 years)",,"February 6, 1982",Gold,23.5835616438
1078,2005,50 metre breaststroke,Jessica Hardy,Women,"March 12, 1987 (age 29 years)",182.88,"March 12, 1987",Silver,18.4876712329
1079,2005,50 metre breaststroke,Brooke Hanson,Women,"March 18, 1978 (age 38 years)",175.26,"March 18, 1978",Bronze,
1080,2007,50 metre breaststroke,Jessica Hardy,Women,"March 12, 1987 (age 29 years)",182.88,"March 12, 1987",Gold,20.4876712329
1081,2007,50 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Silver,22.0191780822
1082,2007,50 metre breaststroke,Tara Kirk,Women,"July 12, 1982 (age 34 years)",167.64,"July 12, 1982",Bronze,25.1561643836
1083,2009,50 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Gold,17.4246575342
1084,2009,50 metre breaststroke,Rebecca Soni,Women,"March 18, 1987 (age 29 years)",172.72,"March 18, 1987",Silver,22.4739726027
1085,2009,50 metre breaststroke,Sarah Katsoulis,Women,"May 10, 1984 (age 32 years)",175.26,"May 10, 1984",Bronze,25.3287671233
1086,2011,50 metre breaststroke,Jessica Hardy,Women,"March 12, 1987 (age 29 years)",182.88,"March 12, 1987",Gold,24.4904109589
1087,2011,50 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Silver,19.4246575342
